# rank	piece	count	class	glyphs
1086	舞	19	kanji1	1
1087	種	19	kanji1	1
1088	判	19	kanji1	1
1089	画	19	kanji1	1
1090	カラ	19	multi	2
1091	嫁	19	kanji1	1
1092	線	19	kanji1	1
1093	永遠	19	multi	2
1094	があって	19	multi	4
1095	を見て	19	multi	3
1096	雪	19	kanji1	1
1097	教室	19	multi	2
1098	押	19	kanji1	1
1099	そこで	19	multi	3
1100	にとって	19	multi	4
1101	技	19	kanji1	1
1102	かれ	19	multi	2
1103	ずに	19	multi	2
1104	伊	19	kanji1	1
1105	吹	19	kanji1	1
1106	日の	19	multi	2
1107	ぶり	19	multi	2
1108	片	19	kanji1	1
1109	補	19	kanji1	1
1110	雁	19	kanji1	1
1111	皆	19	kanji1	1
1112	乃	19	kanji1	1
1113	抜	18	kanji1	1
1114	陸	18	kanji1	1
1115	たくない	18	multi	4
1116	警	18	kanji1	1
1117	封	18	kanji1	1
1118	ハン	18	multi	2
1119	向	18	kanji1	1
1120	はある	18	multi	3
1121	ブル	18	multi	2
1122	最高	18	multi	2
1123	そうで	18	multi	3
1124	的に	18	multi	2
1125	もらえ	18	multi	3
1126	女性	18	multi	2
1127	案	18	kanji1	1
1128	んですね	18	multi	4
1129	館	18	kanji1	1
1130	ぐらい	18	multi	3
1131	捕	18	kanji1	1
1132	落ち着	18	multi	3
1133	出来	18	multi	2
1134	秀	18	kanji1	1
1135	六	18	kanji1	1
1136	なので	18	multi	3
1137	条件	18	multi	2
1138	寺	18	kanji1	1
1139	そのまま	18	multi	4
1140	住	18	kanji1	1
1141	良く	18	multi	2
1142	教	18	kanji1	1
1143	ープ	18	multi	2
1144	レス	18	multi	2
1145	楽しみ	18	multi	3
1146	ナイ	18	multi	2
1147	翌	18	kanji1	1
1148	目的	18	multi	2
1149	疲れ	18	multi	2
1150	クロ	18	multi	2
1151	人生	18	multi	2
1152	ージ	18	multi	2
1153	んじゃないか	18	multi	6
1154	ころ	18	multi	2
1155	ものは	18	multi	3
1156	虫	18	kanji1	1
1157	況	18	kanji1	1
1158	確か	18	multi	2
1159	憶	18	kanji1	1
1160	ありがとうございます	18	multi	10
1161	乱	18	kanji1	1
1162	であった	18	multi	4
1163	突然	18	multi	2
1164	特に	18	multi	2
1165	読んで	18	multi	3
1166	胸	18	kanji1	1
1167	感謝	18	multi	2
1168	難	18	kanji1	1
1169	耳	18	kanji1	1
1170	旅行	18	multi	2
1171	わず	18	multi	2
1172	ワー	18	multi	2
1173	妹	18	kanji1	1
1174	大学	18	multi	2
1175	買い	17	multi	2
1176	準備	17	multi	2
1177	完全	17	multi	2
1178	作った	17	multi	3
1179	どちら	17	multi	3
1180	をつけ	17	multi	3
1181	かなり	17	multi	3
1182	少	17	kanji1	1
1183	屈	17	kanji1	1
1184	題	17	kanji1	1
1185	したこと	17	multi	4
1186	必ず	17	multi	2
1187	北	17	kanji1	1
1188	いている	17	multi	4
1189	お金	17	multi	2
1190	バン	17	multi	2
1191	にある	17	multi	3
1192	多い	17	multi	2
1193	程	17	kanji1	1
1194	ラー	17	multi	2
1195	小さい	17	multi	3
1196	不安	17	multi	2
1197	マー	17	multi	2
1198	である	17	multi	3
1199	パー	17	multi	2
1200	ッシュ	17	multi	3
1201	悩	17	kanji1	1
1202	上げ	17	multi	2
1203	高い	17	multi	2
1204	活	17	kanji1	1
1205	組	17	kanji1	1
1206	不幸	17	multi	2
1207	鏡	17	kanji1	1
1208	自分が	17	multi	3
1209	投	17	kanji1	1
1210	いたら	17	multi	3
1211	際	17	kanji1	1
1212	くなった	17	multi	4
1213	への	17	multi	2
1214	となり	17	multi	3
1215	みなさん	17	multi	4
1216	保	17	kanji1	1
1217	バス	17	multi	2
1218	合う	17	multi	2
1219	リア	17	multi	2
1220	とっても	17	multi	4
1221	越	17	kanji1	1
1222	家の	17	multi	2
1223	国王	17	multi	2
1224	八	17	kanji1	1
1225	朗	17	kanji1	1
1226	津	17	kanji1	1
1227	耶	17	kanji1	1
1228	庸	17	kanji1	1
1229	フラ	16	multi	2
1230	フィ	16	multi	2
1231	ーシ	16	multi	2
1232	今回は	16	multi	3
1233	大きな	16	multi	3
1234	書き	16	multi	2
1235	方は	16	multi	2
1236	狩	16	kanji1	1
1237	になれ	16	multi	3
1238	けば	16	multi	2
1239	つな	16	multi	2
1240	破	16	kanji1	1
1241	スポーツ	16	multi	4
1242	暴	16	kanji1	1
1243	受け	16	multi	2
1244	存在	16	multi	2
1245	ゴール	16	multi	3
1246	パワー	16	multi	3
1247	左	16	kanji1	1
1248	なくなる	16	multi	4
1249	バラ	16	multi	2
1250	務	16	kanji1	1
1251	なくなった	16	multi	5
1252	荷	16	kanji1	1
1253	便	16	kanji1	1
1254	有	16	kanji1	1
1255	玄	16	kanji1	1
1256	泳	16	kanji1	1
1257	答	16	kanji1	1
1258	いただ	16	multi	3
1259	変わり	16	multi	3
1260	介	16	kanji1	1
1261	やすい	16	multi	3
1262	妻	16	kanji1	1
1263	いろいろ	16	multi	4
1264	庭	16	kanji1	1
1265	輪	16	kanji1	1
1266	あまり	16	multi	3
1267	寮	16	kanji1	1
1268	一生	16	multi	2
1269	スキ	16	multi	2
1270	天使	16	multi	2
1271	申	16	kanji1	1
1272	難しい	16	multi	3
1273	増	16	kanji1	1
1274	安	16	kanji1	1
1275	くださ	16	multi	3
1276	甲	16	kanji1	1
1277	碧	16	kanji1	1
1278	なければ	15	multi	4
1279	ション	15	multi	3
1280	シー	15	multi	2
1281	焼	15	kanji1	1
1282	パス	15	multi	2
1283	んですけど	15	multi	5
1284	でしょうね	15	multi	5
1285	学生	15	multi	2
1286	意外	15	multi	2
1287	ませんでした	15	multi	6
1288	でしょうか	15	multi	5
1289	泊	15	kanji1	1
1290	感情	15	multi	2
1291	聞く	15	multi	2
1292	我が	15	multi	2
1293	追い	15	multi	2
1294	旅	15	kanji1	1
1295	級	15	kanji1	1
1296	段	15	kanji1	1
1297	イス	15	multi	2
1298	受	15	kanji1	1
1299	食べる	15	multi	3
1300	ウン	15	multi	2
1301	てくれる	15	multi	4
1302	連れ	15	multi	2
1303	ちょうど	15	multi	4
1304	穴	15	kanji1	1
1305	始め	15	multi	2
1306	終わった	15	multi	4
1307	燃	15	kanji1	1
1308	人も	15	multi	2
1309	匠	15	kanji1	1
1310	させる	15	multi	3
1311	恋人	15	multi	2
1312	プレゼント	15	multi	5
1313	アニ	15	multi	2
1314	再	15	kanji1	1
1315	百	15	kanji1	1
1316	飛び	15	multi	2
1317	皆さん	15	multi	3
1318	特	15	kanji1	1
1319	原因	15	multi	2
1320	句	15	kanji1	1
1321	横	15	kanji1	1
1322	端	15	kanji1	1
1323	らせ	15	multi	2
1324	なくても	15	multi	4
1325	時の	15	multi	2
1326	照	15	kanji1	1
1327	杏	15	kanji1	1
1328	清水	15	multi	2
1329	置	14	kanji1	1
1330	触	14	kanji1	1
1331	上の	14	multi	2
1332	滅	14	kanji1	1
1333	側	14	kanji1	1
1334	命令	14	multi	2
1335	借り	14	multi	2
1336	切れ	14	multi	2
1337	抱	14	kanji1	1
1338	時代	14	multi	2
1339	婦	14	kanji1	1
1340	のような	14	multi	4
1341	テレビ	14	multi	3
1342	堂	14	kanji1	1
1343	カリ	14	multi	2
1344	占	14	kanji1	1
1345	丘	14	kanji1	1
1346	完	14	kanji1	1
1347	羽	14	kanji1	1
1348	ワン	14	multi	2
1349	動物	14	multi	2
1350	故	14	kanji1	1
1351	者が	14	multi	2
1352	浅	14	kanji1	1
1353	ときは	14	multi	3
1354	大会	14	multi	2
1355	鹿	14	kanji1	1
1356	流れ	14	multi	2
1357	変わって	14	multi	4
1358	芸	14	kanji1	1
1359	シン	14	multi	2
1360	歩いて	14	multi	3
1361	どころ	14	multi	3
1362	更	14	kanji1	1
1363	中に	14	multi	2
1364	崎	14	kanji1	1
1365	成功	14	multi	2
1366	していた	14	multi	4
1367	くり	14	multi	2
1368	掃	14	kanji1	1
1369	方法	14	multi	2
1370	もち	14	multi	2
1371	絡	14	kanji1	1
1372	号	14	kanji1	1
1373	ならば	14	multi	3
1374	ボー	14	multi	2
1375	末	14	kanji1	1
1376	弟	14	kanji1	1
1377	奇	14	kanji1	1
1378	老	14	kanji1	1
1379	ペン	14	multi	2
1380	悔	14	kanji1	1
1381	てきた	14	multi	3
1382	性格	14	multi	2
1383	首	14	kanji1	1
1384	の中で	14	multi	3
1385	になります	14	multi	5
1386	以外	14	multi	2
1387	サービス	14	multi	4
1388	ってきて	14	multi	4
1389	督	14	kanji1	1
1390	ですよね	14	multi	4
1391	彼ら	14	multi	2
1392	トン	13	multi	2
1393	エン	13	multi	2
1394	データ	13	multi	3
1395	込み	13	multi	2
1396	年前	13	multi	2
1397	第一	13	multi	2
1398	美人	13	multi	2
1399	の中に	13	multi	3
1400	独	13	kanji1	1
1401	他人	13	multi	2
1402	のある	13	multi	3
1403	引	13	kanji1	1
1404	ていた	13	multi	3
1405	ものが	13	multi	3
1406	目に	13	multi	2
1407	キン	13	multi	2
1408	運動	13	multi	2
1409	全く	13	multi	2
1410	械	13	kanji1	1
1411	編	13	kanji1	1
1412	ョン	13	multi	2
1413	お互い	13	multi	3
1414	離れ	13	multi	2
1415	細	13	kanji1	1
1416	今年	13	multi	2
1417	一日	13	multi	2
1418	遺	13	kanji1	1
1419	十分	13	multi	2
1420	人たち	13	multi	3
1421	に戻	13	multi	2
1422	除	13	kanji1	1
1423	梅	13	kanji1	1
1424	卒	13	kanji1	1
1425	鼻	13	kanji1	1
1426	こんにちは	13	multi	5
1427	登	13	kanji1	1
1428	払	13	kanji1	1
1429	時に	13	multi	2
1430	跡	13	kanji1	1
1431	にく	13	multi	2
1432	きれ	13	multi	2
1433	存	13	kanji1	1
1434	純	13	kanji1	1
1435	われる	13	multi	3
1436	しまい	13	multi	3
1437	中の	13	multi	2
1438	になりました	13	multi	6
1439	秋	13	kanji1	1
1440	すること	13	multi	4
1441	クリーム	13	multi	4
1442	記事	13	multi	2
1443	らく	13	multi	2
1444	監	13	kanji1	1
1445	行動	13	multi	2
1446	嘘	13	kanji1	1
1447	湯	13	kanji1	1
1448	寿	13	kanji1	1
1449	帝	13	kanji1	1
1450	確認	12	multi	2
1451	続	12	kanji1	1
1452	新人	12	multi	2
1453	差	12	kanji1	1
1454	肉	12	kanji1	1
1455	サー	12	multi	2
1456	翼	12	kanji1	1
1457	してきた	12	multi	4
1458	大切	12	multi	2
1459	のように	12	multi	4
1460	全て	12	multi	2
1461	当て	12	multi	2
1462	小さな	12	multi	3
1463	忍	12	kanji1	1
1464	者の	12	multi	2
1465	と言って	12	multi	4
1466	能	12	kanji1	1
1467	中学	12	multi	2
1468	レン	12	multi	2
1469	映	12	kanji1	1
1470	小さ	12	multi	2
1471	ケーキ	12	multi	3
1472	臭	12	kanji1	1
1473	ミュ	12	multi	2
1474	てしまう	12	multi	4
1475	マイ	12	multi	2
1476	信	12	kanji1	1
1477	撮	12	kanji1	1
1478	ものを	12	multi	3
1479	すぐに	12	multi	3
1480	特別	12	multi	2
1481	作り	12	multi	2
1482	体育	12	multi	2
1483	いず	12	multi	2
1484	琴	12	kanji1	1
1485	紀	12	kanji1	1
1486	おかげ	12	multi	3
1487	自然	12	multi	2
1488	結果	12	multi	2
1489	だと思う	12	multi	4
1490	公	12	kanji1	1
1491	例	12	kanji1	1
1492	ジャン	12	multi	3
1493	亡	12	kanji1	1
1494	責任	12	multi	2
1495	嬉しい	12	multi	3
1496	ないように	12	multi	5
1497	契	12	kanji1	1
1498	ケット	12	multi	3
1499	もちろ	12	multi	3
1500	派	12	kanji1	1
1501	救	12	kanji1	1
1502	盲	12	kanji1	1
1503	申し	12	multi	2
1504	乳	12	kanji1	1
1505	理解	12	multi	2
1506	現在	12	multi	2
1507	袋	12	kanji1	1
1508	量	12	kanji1	1
1509	椿	12	kanji1	1
1510	の方が	12	multi	3
1511	充分	12	multi	2
1512	牛	12	kanji1	1
1513	杠	12	kanji1	1
1514	できて	12	multi	3
1515	蘭	12	kanji1	1
1516	沙	12	kanji1	1
1517	のご	12	multi	2
1518	氏	12	kanji1	1
1519	からの	12	multi	3
1520	竹	12	kanji1	1
1521	焼き	12	multi	2
1522	ってしまう	12	multi	5
1523	清	12	kanji1	1
1524	スマ	12	multi	2
1525	卑	11	kanji1	1
1526	怯	11	kanji1	1
1527	クラ	11	multi	2
1528	解放	11	multi	2
1529	復	11	kanji1	1
1530	眼	11	kanji1	1
1531	に入る	11	multi	3
1532	アル	11	multi	2
1533	となる	11	multi	3
1534	ないこと	11	multi	4
1535	生命	11	multi	2
1536	慣	11	kanji1	1
1537	抜け	11	multi	2
1538	骨	11	kanji1	1
1539	近く	11	multi	2
1540	温	11	kanji1	1
1541	るもの	11	multi	3
1542	当たり	11	multi	3
1543	付き合	11	multi	3
1544	趣味	11	multi	2
1545	瞬	11	kanji1	1
1546	買い物	11	multi	3
1547	まさに	11	multi	3
1548	に乗	11	multi	2
1549	愚	11	kanji1	1
1550	その後	11	multi	3
1551	目標	11	multi	2
1552	色々	11	multi	2
1553	バッグ	11	multi	3
1554	と一緒に	11	multi	4
1555	描	11	kanji1	1
1556	ナン	11	multi	2
1557	市	11	kanji1	1
1558	メール	11	multi	3
1559	いれば	11	multi	3
1560	宅	11	kanji1	1
1561	素晴らしい	11	multi	5
1562	涼	11	kanji1	1
1563	フル	11	multi	2
1564	大切な	11	multi	3
1565	浮	11	kanji1	1
1566	不明	11	multi	2
1567	引っ	11	multi	2
1568	わけで	11	multi	3
1569	噂	11	kanji1	1
1570	測	11	kanji1	1
1571	以来	11	multi	2
1572	としても	11	multi	4
1573	での	11	multi	2
1574	まずは	11	multi	3
1575	プレー	11	multi	3
1576	論	11	kanji1	1
1577	拾	11	kanji1	1
1578	意識	11	multi	2
1579	毒	11	kanji1	1
1580	恨	11	kanji1	1
1581	汚	11	kanji1	1
1582	妙	11	kanji1	1
1583	によって	11	multi	4
1584	出会	11	multi	2
1585	良い	11	multi	2
1586	順	11	kanji1	1
1587	力を	11	multi	2
1588	ニュース	11	multi	4
1589	いろ	11	multi	2
1590	天才	11	multi	2
1591	売り	11	multi	2
1592	期待	11	multi	2
1593	導	11	kanji1	1
1594	浴	11	kanji1	1
1595	治療	11	multi	2
1596	ケー	11	multi	2
1597	跳	11	kanji1	1
1598	修	11	kanji1	1
1599	すでに	11	multi	3
1600	必	11	kanji1	1
1601	卵	11	kanji1	1
1602	気になる	11	multi	4
1603	ほとんど	11	multi	4
1604	ニー	11	multi	2
1605	どうしても	11	multi	5
1606	るのが	11	multi	3
1607	がら	11	multi	2
1608	雲	11	kanji1	1
1609	チーム	11	multi	3
1610	材	11	kanji1	1
1611	毛	11	kanji1	1
1612	男子	11	multi	2
1613	未	11	kanji1	1
1614	妖怪	11	multi	2
1615	チェ	11	multi	2
1616	プリ	10	multi	2
1617	スタート	10	multi	4
1618	了	10	kanji1	1
1619	なもの	10	multi	3
1620	を入れ	10	multi	3
1621	爆	10	kanji1	1
1622	型	10	kanji1	1
1623	使う	10	multi	2
1624	散	10	kanji1	1
1625	第二	10	multi	2
1626	底	10	kanji1	1
1627	途中	10	multi	2
1628	ちら	10	multi	2
1629	麻	10	kanji1	1
1630	もらえる	10	multi	4
1631	矢	10	kanji1	1
1632	なのです	10	multi	4
1633	料	10	kanji1	1
1634	を使	10	multi	2
1635	ではなく	10	multi	4
1636	志	10	kanji1	1
1637	程度	10	multi	2
1638	日に	10	multi	2
1639	如	10	kanji1	1
1640	台	10	kanji1	1
1641	スク	10	multi	2
1642	族	10	kanji1	1
1643	ニア	10	multi	2
1644	交	10	kanji1	1
1645	ファン	10	multi	3
1646	完成	10	multi	2
1647	将来	10	multi	2
1648	生活	10	multi	2
1649	当たり前	10	multi	4
1650	委	10	kanji1	1
1651	込んで	10	multi	3
1652	札	10	kanji1	1
1653	に入れ	10	multi	3
1654	ないです	10	multi	4
1655	等	10	kanji1	1
1656	並	10	kanji1	1
1657	身体	10	multi	2
1658	誕	10	kanji1	1
1659	アップ	10	multi	3
1660	辞	10	kanji1	1
1661	距離	10	multi	2
1662	折	10	kanji1	1
1663	緊	10	kanji1	1
1664	要	10	kanji1	1
1665	七	10	kanji1	1
1666	簡単	10	multi	2
1667	獄	10	kanji1	1
1668	諸	10	kanji1	1
1669	幼	10	kanji1	1
1670	セット	10	multi	3
1671	砂	10	kanji1	1
1672	正確	10	multi	2
1673	類	10	kanji1	1
1674	晴	10	kanji1	1
1675	多	10	kanji1	1
1676	ベン	10	multi	2
1677	短	10	kanji1	1
1678	コース	10	multi	3
1679	読み	10	multi	2
1680	かどうか	10	multi	4
1681	フランス	10	multi	4
1682	偶然	10	multi	2
1683	いただき	10	multi	4
1684	合わ	10	multi	2
1685	得	10	kanji1	1
1686	幸	10	kanji1	1
1687	おります	10	multi	4
1688	九	10	kanji1	1
1689	弟子	10	multi	2
1690	学院	10	multi	2
1691	ヶ月	10	multi	2
1692	ブラ	10	multi	2
1693	宮	10	kanji1	1
1694	任	10	kanji1	1
1695	修理	10	multi	2
1696	憎	10	kanji1	1
1697	れている	10	multi	4
1698	江	10	kanji1	1
1699	に入って	10	multi	4
1700	策	10	kanji1	1
1701	続き	10	multi	2
1702	ようと	10	multi	3
1703	ちょう	10	multi	3
1704	常	10	kanji1	1
1705	信用	10	multi	2
1706	制	10	kanji1	1
1707	冷静	10	multi	2
1708	お話	10	multi	2
1709	イラ	10	multi	2
1710	が必要	10	multi	3
1711	およ	10	multi	2
1712	があります	10	multi	5
1713	ということ	10	multi	5
1714	がか	10	multi	2
1715	を見る	10	multi	3
1716	かもしれません	10	multi	7
1717	キュ	10	multi	2
1718	葬	10	kanji1	1
1719	覚え	10	multi	2
1720	慮	10	kanji1	1
1721	勘	10	kanji1	1
1722	叔	10	kanji1	1
1723	宙	10	kanji1	1
1724	剛	10	kanji1	1
1725	陣	10	kanji1	1
1726	誤	9	kanji1	1
1727	報	9	kanji1	1
1728	通信	9	multi	2
1729	ポイント	9	multi	4
1730	狙	9	kanji1	1
1731	精神	9	multi	2
1732	なくなって	9	multi	5
1733	禁	9	kanji1	1
1734	儀	9	kanji1	1
1735	使って	9	multi	3
1736	裂	9	kanji1	1
1737	浪	9	kanji1	1
1738	事件	9	multi	2
1739	二十	9	multi	2
1740	込む	9	multi	2
1741	に行った	9	multi	4
1742	人と	9	multi	2
1743	ックス	9	multi	3
1744	績	9	kanji1	1
1745	ダイエット	9	multi	5
1746	話し	9	multi	2
1747	の大	9	multi	2
1748	想像	9	multi	2
1749	快	9	kanji1	1
1750	襲	9	kanji1	1
1751	日本の	9	multi	3
1752	べき	9	multi	2
1753	努力	9	multi	2
1754	舟	9	kanji1	1
1755	にて	9	multi	2
1756	が始	9	multi	2
1757	レベル	9	multi	3
1758	欲	9	kanji1	1
1759	振	9	kanji1	1
1760	講	9	kanji1	1
1761	上がって	9	multi	4
1762	言えば	9	multi	3
1763	給	9	kanji1	1
1764	貧	9	kanji1	1
1765	壁	9	kanji1	1
1766	工	9	kanji1	1
1767	油	9	kanji1	1
1768	祭	9	kanji1	1
1769	秒	9	kanji1	1
1770	イメージ	9	multi	4
1771	創	9	kanji1	1
1772	注	9	kanji1	1
1773	ピー	9	multi	2
1774	古	9	kanji1	1
1775	成長	9	multi	2
1776	注意	9	multi	2
1777	マル	9	multi	2
1778	密	9	kanji1	1
1779	積	9	kanji1	1
1780	いたします	9	multi	5
1781	演	9	kanji1	1
1782	的な	9	multi	2
1783	固	9	kanji1	1
1784	こともある	9	multi	5
1785	カード	9	multi	3
1786	貨	9	kanji1	1
1787	泉	9	kanji1	1
1788	汗	9	kanji1	1
1789	簡単に	9	multi	3
1790	刑事	9	multi	2
1791	卓	9	kanji1	1
1792	社会	9	multi	2
1793	ライブ	9	multi	3
1794	と思います	9	multi	5
1795	もり	9	multi	2
1796	刻	9	kanji1	1
1797	とする	9	multi	3
1798	興	9	kanji1	1
1799	ポン	9	multi	2
1800	墓	9	kanji1	1
1801	激	9	kanji1	1
1802	陰	9	kanji1	1
1803	罪	9	kanji1	1
1804	乙	9	kanji1	1
1805	により	9	multi	3
1806	くなり	9	multi	3
1807	ようです	9	multi	4
1808	にくい	9	multi	3
1809	決定	9	multi	2
1810	果	9	kanji1	1
1811	限り	9	multi	2
1812	銀	9	kanji1	1
1813	改	9	kanji1	1
1814	何度	9	multi	2
1815	殴	9	kanji1	1
1816	贈	9	kanji1	1
1817	暮	9	kanji1	1
1818	健康	9	multi	2
1819	珍	9	kanji1	1
1820	留	9	kanji1	1
1821	科	9	kanji1	1
1822	腰	9	kanji1	1
1823	初恋	9	multi	2
1824	過去	9	multi	2
1825	精	9	kanji1	1
1826	布	9	kanji1	1
1827	ドル	8	multi	2
1828	ドラ	8	multi	2
1829	不能	8	multi	2
1830	開始	8	multi	2
1831	参加	8	multi	2
1832	認め	8	multi	2
1833	今回の	8	multi	3
1834	を作	8	multi	2
1835	ライト	8	multi	3
1836	武器	8	multi	2
1837	節	8	kanji1	1
1838	意見	8	multi	2
1839	出てくる	8	multi	4
1840	僧	8	kanji1	1
1841	教師	8	multi	2
1842	医	8	kanji1	1
1843	表	8	kanji1	1
1844	十五	8	multi	2
1845	何度も	8	multi	3
1846	疑	8	kanji1	1
1847	璧	8	kanji1	1
1848	使える	8	multi	3
1849	適	8	kanji1	1
1850	変わる	8	multi	3
1851	養	8	kanji1	1
1852	ジョ	8	multi	2
1853	具	8	kanji1	1
1854	を使う	8	multi	3
1855	損	8	kanji1	1
1856	当日	8	multi	2
1857	ビル	8	multi	2
1858	カメラ	8	multi	3
1859	生日	8	multi	2
1860	辛	8	kanji1	1
1861	書いて	8	multi	3
1862	時期	8	multi	2
1863	華	8	kanji1	1
1864	吐	8	kanji1	1
1865	症	8	kanji1	1
1866	勤	8	kanji1	1
1867	要求	8	multi	2
1868	躍	8	kanji1	1
1869	間違い	8	multi	3
1870	自身	8	multi	2
1871	即	8	kanji1	1
1872	暮ら	8	multi	2
1873	本来	8	multi	2
1874	陽	8	kanji1	1
1875	亭	8	kanji1	1
1876	を考え	8	multi	3
1877	乾	8	kanji1	1
1878	別の	8	multi	2
1879	最低	8	multi	2
1880	ッグ	8	multi	2
1881	千万	8	multi	2
1882	伝え	8	multi	2
1883	曹	8	kanji1	1
1884	んでいる	8	multi	4
1885	箱	8	kanji1	1
1886	までの	8	multi	3
1887	スピード	8	multi	4
1888	深い	8	multi	2
1889	んですが	8	multi	4
1890	一方	8	multi	2
1891	今回	8	multi	2
1892	ければ	8	multi	3
1893	能力	8	multi	2
1894	スタ	8	multi	2
1895	先行	8	multi	2
1896	溺	8	kanji1	1
1897	ができる	8	multi	4
1898	河	8	kanji1	1
1899	為	8	kanji1	1
1900	違って	8	multi	3
1901	いろんな	8	multi	4
1902	期	8	kanji1	1
1903	替	8	kanji1	1
1904	池	8	kanji1	1
1905	停	8	kanji1	1
1906	に向	8	multi	2
1907	厳しい	8	multi	3
1908	ものの	8	multi	3
1909	載	8	kanji1	1
1910	岩	8	kanji1	1
1911	初心	8	multi	2
1912	タイプ	8	multi	3
1913	グラ	8	multi	2
1914	もなく	8	multi	3
1915	一個	8	multi	2
1916	替え	8	multi	2
1917	温泉	8	multi	2
1918	西	8	kanji1	1
1919	反省	8	multi	2
1920	安い	8	multi	2
1921	ほか	8	multi	2
1922	はありません	8	multi	6
1923	希望	8	multi	2
1924	主人	8	multi	2
1925	本人	8	multi	2
1926	荒	8	kanji1	1
1927	キング	8	multi	3
1928	十年	8	multi	2
1929	副	8	kanji1	1
1930	可愛い	8	multi	3
1931	ホテル	8	multi	3
1932	逢	8	kanji1	1
1933	盗	8	kanji1	1
1934	造	8	kanji1	1
1935	記者	8	multi	2
1936	全国	8	multi	2
1937	熟	8	kanji1	1
1938	半年	8	multi	2
1939	司	8	kanji1	1
1940	章	8	kanji1	1
1941	桂	8	kanji1	1
1942	杷	8	kanji1	1
1943	塔	7	kanji1	1
1944	を探	7	multi	2
1945	公園	7	multi	2
1946	最終	7	multi	2
1947	慢	7	kanji1	1
1948	祈	7	kanji1	1
1949	られます	7	multi	4
1950	タル	7	multi	2
1951	忠	7	kanji1	1
1952	評	7	kanji1	1
1953	続ける	7	multi	3
1954	橋	7	kanji1	1
1955	護	7	kanji1	1
1956	季	7	kanji1	1
1957	強く	7	multi	2
1958	午	7	kanji1	1
1959	子ども	7	multi	3
1960	母親	7	multi	2
1961	少女	7	multi	2
1962	家庭	7	multi	2
1963	貫	7	kanji1	1
1964	誓	7	kanji1	1
1965	修行	7	multi	2
1966	すぎて	7	multi	3
1967	と言う	7	multi	3
1968	踏	7	kanji1	1
1969	使え	7	multi	2
1970	個	7	kanji1	1
1971	制服	7	multi	2
1972	ただし	7	multi	3
1973	拳	7	kanji1	1
1974	カップ	7	multi	3
1975	パソコン	7	multi	4
1976	ときに	7	multi	3
1977	るように	7	multi	4
1978	謝	7	kanji1	1
1979	備	7	kanji1	1
1980	不足	7	multi	2
1981	ダイ	7	multi	2
1982	といえば	7	multi	4
1983	年の	7	multi	2
1984	ガイ	7	multi	2
1985	左右	7	multi	2
1986	岸	7	kanji1	1
1987	得意	7	multi	2
1988	チュ	7	multi	2
1989	福	7	kanji1	1
1990	招待	7	multi	2
1991	豆	7	kanji1	1
1992	以前	7	multi	2
1993	思わ	7	multi	2
1994	かつ	7	multi	2
1995	からない	7	multi	4
1996	人力	7	multi	2
1997	ーター	7	multi	3
1998	が多い	7	multi	3
1999	立て	7	multi	2
2000	事情	7	multi	2
2001	探し	7	multi	2
2002	去	7	kanji1	1
2003	続く	7	multi	2
2004	敷	7	kanji1	1
2005	云	7	kanji1	1
2006	私立	7	multi	2
2007	唯	7	kanji1	1
2008	チェック	7	multi	4
2009	往	7	kanji1	1
2010	朋	7	kanji1	1
2011	操	7	kanji1	1
2012	接	7	kanji1	1
2013	ショー	7	multi	3
2014	奈	7	kanji1	1
2015	迎	7	kanji1	1
2016	畜	7	kanji1	1
2017	ウェ	7	multi	2
2018	憧	7	kanji1	1
2019	腐	7	kanji1	1
2020	情報を	7	multi	3
2021	態度	7	multi	2
2022	合格	7	multi	2
2023	才	7	kanji1	1
2024	オス	7	multi	2
2025	グル	7	multi	2
2026	プログラム	7	multi	5
2027	混	7	kanji1	1
2028	付き	7	multi	2
2029	構	7	kanji1	1
2030	防	7	kanji1	1
2031	米	7	kanji1	1
2032	さらに	7	multi	3
2033	ーズ	7	multi	2
2034	道具	7	multi	2
2035	規	7	kanji1	1
2036	プレ	7	multi	2
2037	人工	7	multi	2
2038	濯	7	kanji1	1
2039	リスト	7	multi	3
2040	政府	7	multi	2
2041	双	7	kanji1	1
2042	幕	7	kanji1	1
2043	買った	7	multi	3
2044	お客様	7	multi	3
2045	偉	7	kanji1	1
2046	肩	7	kanji1	1
2047	避	7	kanji1	1
2048	考える	7	multi	3
2049	時間を	7	multi	3
2050	てしま	7	multi	3
2051	込め	7	multi	2
2052	府	7	kanji1	1
2053	好み	7	multi	2
2054	直接	7	multi	2
2055	意志	7	multi	2
2056	才能	7	multi	2
2057	やは	7	multi	2
2058	コー	7	multi	2
2059	周	7	kanji1	1
2060	幅	7	kanji1	1
2061	かったです	7	multi	5
2062	素敵	7	multi	2
2063	思考	7	multi	2
2064	メニュー	7	multi	4
2065	秘	7	kanji1	1
2066	永	7	kanji1	1
2067	割	7	kanji1	1
2068	ジー	7	multi	2
2069	州	7	kanji1	1
2070	同期	7	multi	2
2071	吟	7	kanji1	1
2072	童	7	kanji1	1
2073	莉	7	kanji1	1
2074	竿	7	kanji1	1
2075	ランド	6	multi	3
2076	シア	6	multi	2
2077	非常	6	multi	2
2078	レイ	6	multi	2
2079	オープン	6	multi	4
2080	展	6	kanji1	1
2081	ストレス	6	multi	4
