# step1_0921z: cold ranks 1-1900 of reports/piece_coverage_ranked_2026_09_21.tsv, re-cut against rows_step1_0921_s30k ext_ids; units of 6+ glyphs dropped (no cell or bubble holds them at a readable size)
# piece	count	class	glyphs	ext_id	src_rank
タイ	23	multi	2	25659	923
目の	23	multi	2	26643	924
協	23	kanji1	1	3844	925
警察	23	multi	2	6834	926
つまり	23	multi	3	27311	928
大人	23	multi	2	7664	929
未来	23	multi	2	2420	930
忙	23	kanji1	1	2152	931
探	23	kanji1	1	1719	932
次の	23	multi	2	27104	933
てしまった	23	multi	5	26784	934
すべて	23	multi	3	26630	935
違い	23	multi	2	25943	936
からは	23	multi	3	26883	937
合わせ	23	multi	3	25960	938
暑	23	kanji1	1	3772	939
チャン	23	multi	3	27389	940
ランス	23	multi	3	26142	941
ピン	22	multi	2	27103	942
ティ	22	multi	2	25629	943
ング	22	multi	2	1242	944
ロン	22	multi	2	26045	945
フェ	22	multi	2	25946	946
敗	22	kanji1	1	17253	947
との	22	multi	2	25852	948
見る	22	multi	2	27228	949
半	22	kanji1	1	1474	950
付け	22	multi	2	26282	951
減	22	kanji1	1	5456	952
っぽ	22	multi	2	27430	953
ことに	22	multi	3	26459	954
第	22	kanji1	1	184	955
問	22	kanji1	1	1321	956
行った	22	multi	3	27399	957
一緒	22	multi	2	26080	958
根	22	kanji1	1	1507	959
普通	22	multi	2	2777	960
逆	22	kanji1	1	2597	962
欲しい	22	multi	3	26617	964
面白	22	multi	2	27673	965
定	22	kanji1	1	101	966
寄	22	kanji1	1	3450	967
貸	22	kanji1	1	3007	968
カル	22	multi	2	26823	969
背	22	kanji1	1	1671	971
私たち	22	multi	3	26851	972
之	22	kanji1	1	547	974
持ち	22	multi	2	25915	975
深	22	kanji1	1	1353	976
ござ	22	multi	2	942	977
高校	22	multi	2	6127	978
よりも	22	multi	3	26446	979
瞳	22	kanji1	1	13801	980
兵	22	kanji1	1	1886	981
たくさん	22	multi	4	26436	982
陛下	22	multi	2	15990	983
浦	22	kanji1	1	3515	984
極	22	kanji1	1	4951	985
プリン	22	multi	3	28493	986
異	21	kanji1	1	9519	987
態	21	kanji1	1	3070	988
ュー	21	multi	2	25668	989
ならない	21	multi	4	26016	990
バー	21	multi	2	25850	991
かもしれ	21	multi	4	25738	992
のみ	21	multi	2	26637	993
呼び	21	multi	2	28495	994
品	21	kanji1	1	121	995
について	21	multi	4	25823	996
勢	21	kanji1	1	9684	997
答え	21	multi	2	27554	999
勇	21	kanji1	1	2312	1000
秘密	21	multi	2	4873	1001
情報	21	multi	2	27154	1002
治	21	kanji1	1	825	1004
ンド	21	multi	2	25962	1005
槽	21	kanji1	1	4801	1006
すると	21	multi	3	26214	1007
路	21	kanji1	1	424	1008
場合	21	multi	2	25723	1009
閉	21	kanji1	1	16850	1010
育	21	kanji1	1	1379	1011
指	21	kanji1	1	712	1012
ことで	21	multi	3	26466	1013
超	21	kanji1	1	856	1014
自信	21	multi	2	4460	1015
科学	21	multi	2	1968	1016
つの	21	multi	2	26543	1017
教え	21	multi	2	28572	1018
一年	21	multi	2	2758	1019
起こ	21	multi	2	26592	1020
調べ	21	multi	2	27342	1021
られて	21	multi	3	26693	1022
切り	21	multi	2	26547	1023
面白い	21	multi	3	27674	1024
知って	21	multi	3	27669	1025
上が	21	multi	2	25799	1026
丸	21	kanji1	1	8254	1027
利	21	kanji1	1	647	1028
彬	21	kanji1	1	9349	1029
ータ	20	multi	2	25989	1030
移	20	kanji1	1	648	1031
出し	20	multi	2	26681	1032
ター	20	multi	2	25833	1033
土	20	kanji1	1	883	1034
出した	20	multi	3	27618	1035
右	20	kanji1	1	745	1036
長い	20	multi	2	27582	1037
聖	20	kanji1	1	9668	1038
おく	20	multi	2	26149	1041
十	20	kanji1	1	1265	1042
印	20	kanji1	1	1630	1043
職	20	kanji1	1	9035	1044
しばらく	20	multi	4	28256	1045
あります	20	multi	4	25540	1046
参	20	kanji1	1	898	1047
買って	20	multi	3	27748	1049
くなる	20	multi	3	26655	1050
カー	20	multi	2	26372	1051
昼	20	kanji1	1	5898	1052
コーヒー	20	multi	4	28438	1053
とした	20	multi	3	26793	1054
くだ	20	multi	2	28004	1056
格	20	kanji1	1	265	1057
共	20	kanji1	1	564	1058
かける	20	multi	3	27730	1059
暗	20	kanji1	1	2491	1061
過ぎ	20	multi	2	26736	1062
商	20	kanji1	1	227	1063
裕	20	kanji1	1	3673	1064
家族	20	multi	2	6688	1065
タン	20	multi	2	26783	1066
届	20	kanji1	1	1574	1067
結構	20	multi	2	19863	1068
角	20	kanji1	1	719	1069
イル	20	multi	2	26105	1070
トイレ	20	multi	3	27707	1071
ジュ	20	multi	2	26695	1072
バル	19	multi	2	27723	1073
ステ	19	multi	2	25759	1074
脱	19	kanji1	1	1777	1075
突	19	kanji1	1	1710	1076
うちに	19	multi	3	27648	1077
宿	19	kanji1	1	2606	1078
が出	19	multi	2	26332	1080
止め	19	multi	2	27355	1081
一つ	19	multi	2	26525	1082
者は	19	multi	2	27199	1083
動き	19	multi	2	27408	1084
魂	19	kanji1	1	3341	1085
舞	19	kanji1	1	2140	1086
種	19	kanji1	1	2925	1087
判	19	kanji1	1	1796	1088
画	19	kanji1	1	560	1089
カラ	19	multi	2	27874	1090
嫁	19	kanji1	1	4608	1091
線	19	kanji1	1	4454	1092
永遠	19	multi	2	20868	1093
があって	19	multi	4	27015	1094
を見て	19	multi	3	26584	1095
雪	19	kanji1	1	2235	1096
教室	19	multi	2	8321	1097
押	19	kanji1	1	3034	1098
そこで	19	multi	3	26950	1099
にとって	19	multi	4	26031	1100
技	19	kanji1	1	1058	1101
かれ	19	multi	2	26742	1102
ずに	19	multi	2	26928	1103
伊	19	kanji1	1	2276	1104
吹	19	kanji1	1	4228	1105
日の	19	multi	2	26470	1106
ぶり	19	multi	2	27865	1107
片	19	kanji1	1	273	1108
補	19	kanji1	1	10098	1109
雁	19	kanji1	1	9179	1110
皆	19	kanji1	1	6201	1111
乃	19	kanji1	1	3501	1112
陸	18	kanji1	1	5611	1114
たくない	18	multi	4	28132	1115
警	18	kanji1	1	1602	1116
封	18	kanji1	1	1773	1117
ハン	18	multi	2	27269	1118
はある	18	multi	3	27324	1120
ブル	18	multi	2	25967	1121
最高	18	multi	2	5994	1122
そうで	18	multi	3	27589	1123
的に	18	multi	2	25826	1124
もらえ	18	multi	3	28078	1125
女性	18	multi	2	3993	1126
案	18	kanji1	1	1026	1127
んですね	18	multi	4	28104	1128
館	18	kanji1	1	12053	1129
ぐらい	18	multi	3	27183	1130
捕	18	kanji1	1	2389	1131
落ち着	18	multi	3	28181	1132
出来	18	multi	2	1975	1133
秀	18	kanji1	1	2462	1134
六	18	kanji1	1	1654	1135
なので	18	multi	3	26188	1136
条件	18	multi	2	945	1137
寺	18	kanji1	1	3327	1138
そのまま	18	multi	4	27327	1139
住	18	kanji1	1	1414	1140
良く	18	multi	2	26649	1141
ープ	18	multi	2	25782	1143
レス	18	multi	2	25789	1144
楽しみ	18	multi	3	26749	1145
ナイ	18	multi	2	27538	1146
翌	18	kanji1	1	22801	1147
目的	18	multi	2	2532	1148
疲れ	18	multi	2	27546	1149
クロ	18	multi	2	26812	1150
人生	18	multi	2	4011	1151
ージ	18	multi	2	979	1152
ころ	18	multi	2	25615	1154
ものは	18	multi	3	27360	1155
虫	18	kanji1	1	4201	1156
況	18	kanji1	1	3730	1157
確か	18	multi	2	27942	1158
憶	18	kanji1	1	21160	1159
乱	18	kanji1	1	2464	1161
であった	18	multi	4	27014	1162
突然	18	multi	2	5961	1163
特に	18	multi	2	26369	1164
読んで	18	multi	3	27485	1165
胸	18	kanji1	1	2345	1166
感謝	18	multi	2	19407	1167
難	18	kanji1	1	4541	1168
耳	18	kanji1	1	2297	1169
旅行	18	multi	2	4300	1170
わず	18	multi	2	27141	1171
ワー	18	multi	2	25770	1172
妹	18	kanji1	1	2372	1173
大学	18	multi	2	1650	1174
買い	17	multi	2	25978	1175
準備	17	multi	2	12600	1176
完全	17	multi	2	2439	1177
作った	17	multi	3	28321	1178
どちら	17	multi	3	27377	1179
をつけ	17	multi	3	26896	1180
かなり	17	multi	3	26357	1181
屈	17	kanji1	1	4708	1183
題	17	kanji1	1	3446	1184
したこと	17	multi	4	27491	1185
必ず	17	multi	2	27018	1186
北	17	kanji1	1	461	1187
いている	17	multi	4	26718	1188
お金	17	multi	2	25983	1189
バン	17	multi	2	27198	1190
にある	17	multi	3	26327	1191
多い	17	multi	2	25644	1192
程	17	kanji1	1	324	1193
ラー	17	multi	2	25912	1194
小さい	17	multi	3	27879	1195
不安	17	multi	2	9350	1196
マー	17	multi	2	26449	1197
である	17	multi	3	25809	1198
パー	17	multi	2	26384	1199
ッシュ	17	multi	3	26789	1200
悩	17	kanji1	1	27107	1201
上げ	17	multi	2	26260	1202
高い	17	multi	2	25911	1203
活	17	kanji1	1	934	1204
組	17	kanji1	1	4839	1205
不幸	17	multi	2	9362	1206
鏡	17	kanji1	1	14436	1207
自分が	17	multi	3	26996	1208
投	17	kanji1	1	1000	1209
いたら	17	multi	3	27613	1210
際	17	kanji1	1	3735	1211
くなった	17	multi	4	27586	1212
への	17	multi	2	26218	1213
となり	17	multi	3	26053	1214
みなさん	17	multi	4	28480	1215
保	17	kanji1	1	239	1216
バス	17	multi	2	26843	1217
合う	17	multi	2	27519	1218
リア	17	multi	2	25999	1219
とっても	17	multi	4	28034	1220
越	17	kanji1	1	1377	1221
家の	17	multi	2	26881	1222
国王	17	multi	2	9892	1223
八	17	kanji1	1	1656	1224
朗	17	kanji1	1	2180	1225
津	17	kanji1	1	2534	1226
耶	17	kanji1	1	3543	1227
庸	17	kanji1	1	12093	1228
フラ	16	multi	2	27238	1229
フィ	16	multi	2	26307	1230
ーシ	16	multi	2	25756	1231
今回は	16	multi	3	26694	1232
大きな	16	multi	3	26411	1233
書き	16	multi	2	26813	1234
方は	16	multi	2	26331	1235
狩	16	kanji1	1	22168	1236
になれ	16	multi	3	27971	1237
けば	16	multi	2	27536	1238
つな	16	multi	2	27097	1239
破	16	kanji1	1	1665	1240
スポーツ	16	multi	4	27563	1241
暴	16	kanji1	1	2033	1242
受け	16	multi	2	25871	1243
存在	16	multi	2	448	1244
ゴール	16	multi	3	27915	1245
パワー	16	multi	3	28470	1246
左	16	kanji1	1	975	1247
なくなる	16	multi	4	27894	1248
バラ	16	multi	2	28083	1249
務	16	kanji1	1	1940	1250
なくなった	16	multi	5	28188	1251
荷	16	kanji1	1	2968	1252
有	16	kanji1	1	63	1254
玄	16	kanji1	1	6731	1255
泳	16	kanji1	1	5034	1256
答	16	kanji1	1	1678	1257
いただ	16	multi	3	25568	1258
変わり	16	multi	3	27946	1259
介	16	kanji1	1	917	1260
やすい	16	multi	3	26362	1261
妻	16	kanji1	1	2929	1262
いろいろ	16	multi	4	26902	1263
庭	16	kanji1	1	2100	1264
輪	16	kanji1	1	11766	1265
あまり	16	multi	3	26342	1266
寮	16	kanji1	1	23656	1267
一生	16	multi	2	6478	1268
スキ	16	multi	2	28540	1269
天使	16	multi	2	8604	1270
申	16	kanji1	1	1888	1271
難しい	16	multi	3	26908	1272
増	16	kanji1	1	26056	1273
安	16	kanji1	1	490	1274
くださ	16	multi	3	28005	1275
甲	16	kanji1	1	2117	1276
碧	16	kanji1	1	4486	1277
なければ	15	multi	4	25925	1278
ション	15	multi	3	25652	1279
シー	15	multi	2	26451	1280
焼	15	kanji1	1	27989	1281
パス	15	multi	2	27761	1282
んですけど	15	multi	5	26713	1283
でしょうね	15	multi	5	28279	1284
学生	15	multi	2	1801	1285
意外	15	multi	2	6424	1286
でしょうか	15	multi	5	25938	1288
泊	15	kanji1	1	5026	1289
感情	15	multi	2	4247	1290
聞く	15	multi	2	28049	1291
我が	15	multi	2	28559	1292
追い	15	multi	2	28088	1293
級	15	kanji1	1	7055	1295
段	15	kanji1	1	307	1296
イス	15	multi	2	26919	1297
受	15	kanji1	1	1357	1298
食べる	15	multi	3	27930	1299
ウン	15	multi	2	26010	1300
てくれる	15	multi	4	27490	1301
連れ	15	multi	2	28107	1302
ちょうど	15	multi	4	28678	1303
穴	15	kanji1	1	4836	1304
始め	15	multi	2	25954	1305
終わった	15	multi	4	28684	1306
燃	15	kanji1	1	2062	1307
人も	15	multi	2	26673	1308
匠	15	kanji1	1	3738	1309
させる	15	multi	3	26628	1310
恋人	15	multi	2	17908	1311
プレゼント	15	multi	5	28103	1312
アニ	15	multi	2	27594	1313
再	15	kanji1	1	1142	1314
百	15	kanji1	1	1397	1315
飛び	15	multi	2	28315	1316
皆さん	15	multi	3	27232	1317
特	15	kanji1	1	753	1318
原因	15	multi	2	1994	1319
句	15	kanji1	1	1783	1320
横	15	kanji1	1	3259	1321
端	15	kanji1	1	993	1322
らせ	15	multi	2	27652	1323
なくても	15	multi	4	27025	1324
時の	15	multi	2	26968	1325
照	15	kanji1	1	1441	1326
杏	15	kanji1	1	10200	1327
清水	15	multi	2	9647	1328
置	14	kanji1	1	92	1329
上の	14	multi	2	27207	1331
滅	14	kanji1	1	17753	1332
側	14	kanji1	1	18142	1333
命令	14	multi	2	8165	1334
借り	14	multi	2	26733	1335
切れ	14	multi	2	27693	1336
抱	14	kanji1	1	2040	1337
時代	14	multi	2	13241	1338
婦	14	kanji1	1	13911	1339
のような	14	multi	4	26398	1340
テレビ	14	multi	3	26652	1341
堂	14	kanji1	1	1988	1342
カリ	14	multi	2	28040	1343
占	14	kanji1	1	1659	1344
丘	14	kanji1	1	7695	1345
完	14	kanji1	1	428	1346
羽	14	kanji1	1	3483	1347
ワン	14	multi	2	27026	1348
動物	14	multi	2	17902	1349
故	14	kanji1	1	1625	1350
者が	14	multi	2	26837	1351
浅	14	kanji1	1	6362	1352
ときは	14	multi	3	27145	1353
大会	14	multi	2	2833	1354
鹿	14	kanji1	1	6818	1355
流れ	14	multi	2	26895	1356
変わって	14	multi	4	27994	1357
芸	14	kanji1	1	14110	1358
シン	14	multi	2	26025	1359
歩いて	14	multi	3	28672	1360
どころ	14	multi	3	28600	1361
更	14	kanji1	1	254	1362
中に	14	multi	2	26740	1363
崎	14	kanji1	1	16370	1364
成功	14	multi	2	65	1365
していた	14	multi	4	26244	1366
くり	14	multi	2	25797	1367
掃	14	kanji1	1	18886	1368
方法	14	multi	2	336	1369
もち	14	multi	2	26022	1370
絡	14	kanji1	1	3900	1371
号	14	kanji1	1	56	1372
ならば	14	multi	3	27981	1373
ボー	14	multi	2	27797	1374
末	14	kanji1	1	2146	1375
弟	14	kanji1	1	2029	1376
奇	14	kanji1	1	1423	1377
老	14	kanji1	1	1221	1378
ペン	14	multi	2	28405	1379
悔	14	kanji1	1	5045	1380
てきた	14	multi	3	26781	1381
性格	14	multi	2	4650	1382
の中で	14	multi	3	26348	1384
になります	14	multi	5	26293	1385
以外	14	multi	2	7174	1386
サービス	14	multi	4	26254	1387
ってきて	14	multi	4	28130	1388
督	14	kanji1	1	1711	1389
ですよね	14	multi	4	26668	1390
彼ら	14	multi	2	27448	1391
トン	13	multi	2	27350	1392
エン	13	multi	2	26639	1393
データ	13	multi	3	26621	1394
込み	13	multi	2	25992	1395
年前	13	multi	2	6480	1396
第一	13	multi	2	1468	1397
美人	13	multi	2	10261	1398
の中に	13	multi	3	26790	1399
独	13	kanji1	1	1601	1400
他人	13	multi	2	6287	1401
のある	13	multi	3	26373	1402
引	13	kanji1	1	877	1403
ていた	13	multi	3	26343	1404
ものが	13	multi	3	27113	1405
目に	13	multi	2	27050	1406
キン	13	multi	2	28250	1407
運動	13	multi	2	12627	1408
全く	13	multi	2	26969	1409
械	13	kanji1	1	2145	1410
編	13	kanji1	1	11669	1411
ョン	13	multi	2	25533	1412
お互い	13	multi	3	28396	1413
離れ	13	multi	2	28101	1414
細	13	kanji1	1	5300	1415
今年	13	multi	2	1156	1416
一日	13	multi	2	9419	1417
遺	13	kanji1	1	13564	1418
十分	13	multi	2	3943	1419
人たち	13	multi	3	27225	1420
に戻	13	multi	2	27729	1421
除	13	kanji1	1	84	1422
梅	13	kanji1	1	2774	1423
卒	13	kanji1	1	10606	1424
鼻	13	kanji1	1	4253	1425
こんにちは	13	multi	5	1167	1426
登	13	kanji1	1	167	1427
払	13	kanji1	1	28201	1428
時に	13	multi	2	26351	1429
跡	13	kanji1	1	20061	1430
にく	13	multi	2	27732	1431
きれ	13	multi	2	28240	1432
存	13	kanji1	1	120	1433
純	13	kanji1	1	17791	1434
われる	13	multi	3	27709	1435
しまい	13	multi	3	26792	1436
中の	13	multi	2	26627	1437
秋	13	kanji1	1	2131	1439
すること	13	multi	4	25708	1440
クリーム	13	multi	4	27955	1441
記事	13	multi	2	946	1442
らく	13	multi	2	26148	1443
監	13	kanji1	1	11261	1444
行動	13	multi	2	14023	1445
嘘	13	kanji1	1	21009	1446
湯	13	kanji1	1	14938	1447
寿	13	kanji1	1	2589	1448
帝	13	kanji1	1	2499	1449
確認	12	multi	2	16268	1450
新人	12	multi	2	5015	1452
差	12	kanji1	1	1660	1453
サー	12	multi	2	26378	1455
翼	12	kanji1	1	3451	1456
してきた	12	multi	4	27651	1457
大切	12	multi	2	28283	1458
のように	12	multi	4	26420	1459
全て	12	multi	2	26846	1460
当て	12	multi	2	28211	1461
小さな	12	multi	3	27805	1462
忍	12	kanji1	1	2360	1463
者の	12	multi	2	26370	1464
と言って	12	multi	4	26844	1465
能	12	kanji1	1	138	1466
中学	12	multi	2	6418	1467
レン	12	multi	2	26321	1468
映	12	kanji1	1	2329	1469
小さ	12	multi	2	27804	1470
ケーキ	12	multi	3	28514	1471
臭	12	kanji1	1	7822	1472
ミュ	12	multi	2	28041	1473
てしまう	12	multi	4	26573	1474
マイ	12	multi	2	26558	1475
信	12	kanji1	1	89	1476
ものを	12	multi	3	26921	1478
すぐに	12	multi	3	26773	1479
特別	12	multi	2	9820	1480
作り	12	multi	2	26503	1481
体育	12	multi	2	2238	1482
いず	12	multi	2	28310	1483
琴	12	kanji1	1	4318	1484
紀	12	kanji1	1	5651	1485
おかげ	12	multi	3	28381	1486
自然	12	multi	2	1874	1487
結果	12	multi	2	10825	1488
だと思う	12	multi	4	27814	1489
公	12	kanji1	1	269	1490
例	12	kanji1	1	140	1491
ジャン	12	multi	3	27830	1492
亡	12	kanji1	1	2324	1493
責任	12	multi	2	11217	1494
嬉しい	12	multi	3	27298	1495
ないように	12	multi	5	27288	1496
契	12	kanji1	1	2402	1497
ケット	12	multi	3	26831	1498
もちろ	12	multi	3	26023	1499
派	12	kanji1	1	1967	1500
救	12	kanji1	1	1600	1501
盲	12	kanji1	1	4953	1502
申し	12	multi	2	26086	1503
理解	12	multi	2	3178	1505
現在	12	multi	2	7233	1506
袋	12	kanji1	1	2575	1507
量	12	kanji1	1	246	1508
椿	12	kanji1	1	21434	1509
の方が	12	multi	3	26780	1510
充分	12	multi	2	2485	1511
牛	12	kanji1	1	2727	1512
杠	12	kanji1	1	5203	1513
できて	12	multi	3	27938	1514
蘭	12	kanji1	1	9505	1515
沙	12	kanji1	1	1703	1516
のご	12	multi	2	26986	1517
からの	12	multi	3	26363	1519
竹	12	kanji1	1	4070	1520
焼き	12	multi	2	27990	1521
ってしまう	12	multi	5	26109	1522
清	12	kanji1	1	1011	1523
スマ	12	multi	2	27419	1524
卑	11	kanji1	1	5255	1525
怯	11	kanji1	1	16645	1526
クラ	11	multi	2	25775	1527
解放	11	multi	2	3583	1528
復	11	kanji1	1	9477	1529
眼	11	kanji1	1	1384	1530
に入る	11	multi	3	28198	1531
アル	11	multi	2	25729	1532
となる	11	multi	3	26414	1533
ないこと	11	multi	4	28182	1534
生命	11	multi	2	2765	1535
慣	11	kanji1	1	28043	1536
抜け	11	multi	2	27203	1537
骨	11	kanji1	1	2123	1538
近く	11	multi	2	26860	1539
温	11	kanji1	1	1515	1540
るもの	11	multi	3	27721	1541
当たり	11	multi	3	26157	1542
付き合	11	multi	3	27903	1543
趣味	11	multi	2	10152	1544
瞬	11	kanji1	1	3442	1545
買い物	11	multi	3	28456	1546
まさに	11	multi	3	28398	1547
に乗	11	multi	2	27344	1548
愚	11	kanji1	1	5349	1549
その後	11	multi	3	26830	1550
目標	11	multi	2	14213	1551
色々	11	multi	2	26989	1552
バッグ	11	multi	3	28382	1553
と一緒に	11	multi	4	28150	1554
描	11	kanji1	1	3011	1555
ナン	11	multi	2	27752	1556
市	11	kanji1	1	103	1557
メール	11	multi	3	26404	1558
いれば	11	multi	3	27954	1559
宅	11	kanji1	1	3376	1560
素晴らしい	11	multi	5	28030	1561
涼	11	kanji1	1	20166	1562
フル	11	multi	2	27280	1563
大切な	11	multi	3	28284	1564
浮	11	kanji1	1	2888	1565
不明	11	multi	2	10224	1566
引っ	11	multi	2	28527	1567
わけで	11	multi	3	27221	1568
噂	11	kanji1	1	25217	1569
測	11	kanji1	1	9634	1570
以来	11	multi	2	1996	1571
としても	11	multi	4	26893	1572
での	11	multi	2	26227	1573
まずは	11	multi	3	26966	1574
プレー	11	multi	3	28195	1575
論	11	kanji1	1	3009	1576
拾	11	kanji1	1	5021	1577
意識	11	multi	2	17174	1578
毒	11	kanji1	1	1674	1579
恨	11	kanji1	1	3457	1580
汚	11	kanji1	1	28341	1581
妙	11	kanji1	1	2347	1582
によって	11	multi	4	26210	1583
出会	11	multi	2	25895	1584
良い	11	multi	2	26174	1585
順	11	kanji1	1	11240	1586
力を	11	multi	2	27056	1587
ニュース	11	multi	4	27090	1588
いろ	11	multi	2	25776	1589
天才	11	multi	2	10405	1590
売り	11	multi	2	26828	1591
期待	11	multi	2	6177	1592
導	11	kanji1	1	2658	1593
浴	11	kanji1	1	3032	1594
治療	11	multi	2	15586	1595
ケー	11	multi	2	27714	1596
跳	11	kanji1	1	2488	1597
修	11	kanji1	1	106	1598
すでに	11	multi	3	27736	1599
必	11	kanji1	1	630	1600
卵	11	kanji1	1	3624	1601
気になる	11	multi	4	27063	1602
ほとんど	11	multi	4	26505	1603
ニー	11	multi	2	26664	1604
どうしても	11	multi	5	27811	1605
るのが	11	multi	3	27209	1606
がら	11	multi	2	25845	1607
雲	11	kanji1	1	9456	1608
チーム	11	multi	3	27022	1609
材	11	kanji1	1	1508	1610
毛	11	kanji1	1	1759	1611
男子	11	multi	2	6253	1612
未	11	kanji1	1	323	1613
妖怪	11	multi	2	20729	1614
チェ	11	multi	2	26020	1615
プリ	10	multi	2	25733	1616
スタート	10	multi	4	27569	1617
了	10	kanji1	1	266	1618
なもの	10	multi	3	27416	1619
を入れ	10	multi	3	27224	1620
爆	10	kanji1	1	1928	1621
型	10	kanji1	1	117	1622
使う	10	multi	2	27326	1623
散	10	kanji1	1	1718	1624
第二	10	multi	2	1881	1625
底	10	kanji1	1	1512	1626
途中	10	multi	2	10746	1627
ちら	10	multi	2	25739	1628
麻	10	kanji1	1	2042	1629
もらえる	10	multi	4	28332	1630
矢	10	kanji1	1	14675	1631
なのです	10	multi	4	27204	1632
料	10	kanji1	1	359	1633
を使	10	multi	2	25769	1634
ではなく	10	multi	4	26297	1635
志	10	kanji1	1	961	1636
程度	10	multi	2	2143	1637
日に	10	multi	2	26513	1638
如	10	kanji1	1	187	1639
台	10	kanji1	1	549	1640
スク	10	multi	2	26002	1641
族	10	kanji1	1	839	1642
ニア	10	multi	2	27530	1643
交	10	kanji1	1	315	1644
ファン	10	multi	3	26702	1645
完成	10	multi	2	664	1646
将来	10	multi	2	7313	1647
生活	10	multi	2	1522	1648
当たり前	10	multi	4	28533	1649
委	10	kanji1	1	1355	1650
込んで	10	multi	3	27143	1651
札	10	kanji1	1	21132	1652
に入れ	10	multi	3	27136	1653
ないです	10	multi	4	27960	1654
等	10	kanji1	1	482	1655
並	10	kanji1	1	2293	1656
身体	10	multi	2	3149	1657
誕	10	kanji1	1	21171	1658
アップ	10	multi	3	26326	1659
辞	10	kanji1	1	3453	1660
距離	10	multi	2	20197	1661
折	10	kanji1	1	1782	1662
緊	10	kanji1	1	10080	1663
要	10	kanji1	1	198	1664
七	10	kanji1	1	1698	1665
簡単	10	multi	2	27138	1666
獄	10	kanji1	1	21198	1667
諸	10	kanji1	1	14421	1668
幼	10	kanji1	1	2569	1669
セット	10	multi	3	26835	1670
砂	10	kanji1	1	4477	1671
正確	10	multi	2	15557	1672
類	10	kanji1	1	4619	1673
晴	10	kanji1	1	7211	1674
多	10	kanji1	1	369	1675
ベン	10	multi	2	28276	1676
短	10	kanji1	1	1624	1677
コース	10	multi	3	27043	1678
読み	10	multi	2	26960	1679
かどうか	10	multi	4	27159	1680
フランス	10	multi	4	28236	1681
偶然	10	multi	2	9968	1682
いただき	10	multi	4	27118	1683
合わ	10	multi	2	25959	1684
得	10	kanji1	1	485	1685
おります	10	multi	4	25792	1687
九	10	kanji1	1	1695	1688
弟子	10	multi	2	7768	1689
学院	10	multi	2	3135	1690
ヶ月	10	multi	2	27101	1691
ブラ	10	multi	2	25995	1692
任	10	kanji1	1	469	1694
修理	10	multi	2	13864	1695
憎	10	kanji1	1	21054	1696
れている	10	multi	4	27031	1697
江	10	kanji1	1	810	1698
に入って	10	multi	4	27625	1699
策	10	kanji1	1	1648	1700
続き	10	multi	2	25800	1701
ようと	10	multi	3	27949	1702
ちょう	10	multi	3	28677	1703
常	10	kanji1	1	328	1704
信用	10	multi	2	4181	1705
制	10	kanji1	1	384	1706
冷静	10	multi	2	10054	1707
お話	10	multi	2	28016	1708
イラ	10	multi	2	27610	1709
が必要	10	multi	3	26555	1710
およ	10	multi	2	27749	1711
があります	10	multi	5	25843	1712
ということ	10	multi	5	25857	1713
がか	10	multi	2	28223	1714
を見る	10	multi	3	26907	1715
キュ	10	multi	2	27362	1717
葬	10	kanji1	1	8516	1718
覚え	10	multi	2	27436	1719
慮	10	kanji1	1	5843	1720
勘	10	kanji1	1	3080	1721
叔	10	kanji1	1	3003	1722
宙	10	kanji1	1	4616	1723
剛	10	kanji1	1	10343	1724
陣	10	kanji1	1	13070	1725
誤	9	kanji1	1	5632	1726
報	9	kanji1	1	981	1727
通信	9	multi	2	6516	1728
ポイント	9	multi	4	26403	1729
狙	9	kanji1	1	5911	1730
精神	9	multi	2	2218	1731
なくなって	9	multi	5	27934	1732
禁	9	kanji1	1	2159	1733
儀	9	kanji1	1	17129	1734
使って	9	multi	3	27654	1735
裂	9	kanji1	1	2608	1736
浪	9	kanji1	1	2041	1737
事件	9	multi	2	614	1738
二十	9	multi	2	6294	1739
込む	9	multi	2	27479	1740
に行った	9	multi	4	27941	1741
人と	9	multi	2	27130	1742
ックス	9	multi	3	25958	1743
績	9	kanji1	1	21202	1744
ダイエット	9	multi	5	27541	1745
話し	9	multi	2	27444	1746
の大	9	multi	2	26845	1747
想像	9	multi	2	13171	1748
襲	9	kanji1	1	21274	1750
日本の	9	multi	3	26686	1751
べき	9	multi	2	25794	1752
努力	9	multi	2	3116	1753
舟	9	kanji1	1	4773	1754
にて	9	multi	2	26965	1755
が始	9	multi	2	28392	1756
レベル	9	multi	3	27162	1757
振	9	kanji1	1	2170	1759
講	9	kanji1	1	8237	1760
上がって	9	multi	4	28543	1761
言えば	9	multi	3	27882	1762
給	9	kanji1	1	4153	1763
貧	9	kanji1	1	19138	1764
壁	9	kanji1	1	2333	1765
工	9	kanji1	1	466	1766
油	9	kanji1	1	1431	1767
祭	9	kanji1	1	4638	1768
秒	9	kanji1	1	421	1769
イメージ	9	multi	4	26898	1770
創	9	kanji1	1	2673	1771
注	9	kanji1	1	129	1772
ピー	9	multi	2	1227	1773
古	9	kanji1	1	1563	1774
成長	9	multi	2	16212	1775
注意	9	multi	2	663	1776
マル	9	multi	2	27725	1777
密	9	kanji1	1	154	1778
積	9	kanji1	1	5340	1779
いたします	9	multi	5	27293	1780
演	9	kanji1	1	1425	1781
