row	stem	box	det_score	engine	kind_rec	text_rec	kind_hand	text_hand	status	src_row	note
157	11822164	[558, 178, 612, 266]	0.6643	animetext+sfx_reader	speech	ふく♡	sfx	びく♡	drafted		D1 hand pass #11 real_text=y; opus: kind changed: no bubble; first glyph び not ふ
158	11822164	[1043, 361, 1114, 503]	0.8568	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted	76	split 2 ways from old #76 (hand: ぱん♡ ぱん♡)
159	11822164	[20, 368, 78, 470]	0.425	animetext+sfx_reader	speech	あっ♡	sfx	あ゙っ	drafted		opus: kind changed: halo blob; dakuten on あ; decorative hearts not transcribed
160	11822164	[25, 372, 73, 428]	0.4655	animetext+sfx_reader	speech	あ゙っ	sfx	あ゙っ	drafted		opus: kind changed: halo blob; decorative hearts not transcribed
161	11822164	[952, 438, 1024, 577]	0.8539	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted	76	split 2 ways from old #76 (hand: ぱん♡ ぱん♡)
162	11822164	[73, 534, 146, 630]	0.7186	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
163	11822164	[1090, 580, 1152, 718]	0.889	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		
164	11828617	[75, 9, 127, 452]	0.8984	animetext+sfx_reader	speech	おじさんちんぼおいしいかい?今度サークルの子たちも紹介してね♡	speech	おじさんちんぽおいしいかい？ 今度サークルの子たちも紹介してね	checked	77	
165	11828617	[223, 196, 299, 244]	0.7094	animetext+sfx_reader	sfx	じゅぽ	sfx	じゅぽ	checked	79	
166	11828617	[25, 198, 52, 554]	0.913	animetext+sfx_reader	speech	全員おじさんが「試食」しちゃうよん♡	speech	全員おじさんが「試食」しちゃうよん	checked	78	
167	11828617	[281, 233, 355, 281]	0.5231	animetext+sfx_reader	sfx	じゅぽ	sfx	じゅぽ	checked	80	
168	11828617	[123, 401, 196, 447]	0.6109	animetext+sfx_reader	sfx	じゅぽ	sfx	じゅぽ	drafted	81	split 2 ways from old #81 (hand: じゅぽ じゅぽ)
169	11828617	[181, 437, 254, 484]	0.5585	animetext+sfx_reader	sfx	じゅぽ	sfx	じゅぽ	drafted	81	split 2 ways from old #81 (hand: じゅぽ じゅぽ)
170	11828617	[351, 829, 383, 880]	0.6741	animetext+sfx_reader	sfx	キュン	sfx	キュン	drafted		opus: inside a burst circle
171	11836537	[477, 93, 537, 169]	0.3517	animetext+sfx_reader	speech	はぁ♡	sfx	はぁ♡	drafted		opus: kind changed: no bubble
172	11836537	[481, 96, 525, 143]	0.5096	animetext+sfx_reader	sfx	ぱぁ	sfx	はぁ	drafted		opus: box nested inside #171; heart outside the box
173	11836537	[543, 116, 570, 175]	0.4538	animetext+sfx_reader	speech	んっ♡	sfx	んっ♡	drafted		opus: kind changed: no bubble
174	11836537	[766, 167, 855, 210]	0.6219	animetext+sfx_reader	sfx	ぶくん	sfx	びく♡	drafted		opus: first glyph び (long wavy ひ + dakuten)
175	11836537	[87, 235, 122, 297]	0.8088	animetext+sfx_reader	speech	はぁ♥	sfx	はぁ♡	drafted		opus: kind changed: no bubble
176	11836537	[919, 581, 975, 680]	0.889	animetext+sfx_reader	sfx	むぴっ♡	sfx	むぴっ♡	drafted		
177	11836537	[418, 674, 473, 750]	0.5971	animetext+sfx_reader	sfx	じく♡	sfx	びく♡	drafted		opus: first glyph び not じ
178	11836537	[850, 773, 915, 888]	0.8698	animetext+sfx_reader	sfx	じゅぽっ♡	sfx	じゅぽっ♡	drafted		
179	11867202	[605, 93, 709, 410]	0.9585	animetext+sfx_reader	speech	喫茶リコリコ新メニューでーす♥	speech	喫茶リコリコ 新メニーでーす	checked	82	
180	11867202	[585, 652, 609, 738]	0.5538	animetext+sfx_reader	speech	フリ♡	sfx	フリ♡	drafted		opus: kind changed: no bubble
181	11867202	[641, 689, 672, 773]	0.7227	animetext+sfx_reader	speech	フリ♥	sfx	フリ♡	drafted		opus: kind changed: no bubble
182	11883943	[126, 288, 169, 399]	0.9309	animetext+sfx_reader	speech	えっ!?	speech	えっ！？	drafted	83	split 2 ways from old #83 (hand: えっ!? 着けるんですか！！？); opus: hand-drawn bubble
183	11883943	[72, 317, 112, 665]	0.8622	animetext+sfx_reader	speech	着けるんですか・・・!?	speech	着けるんですか・・・！？	drafted	83	split 2 ways from old #83 (hand: えっ!? 着けるんですか！！？); opus: hand-drawn bubble; box holds only this column
184	11887527	[414, 106, 445, 181]	0.8555	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		D1 hand pass #12 real_text=y
185	11887527	[771, 120, 840, 316]	0.2889	animetext+sfx_reader	sfx	ぐく	sfx	びく♡	draft	84	split 2 ways from old #84 (hand: びく♡); uncertain, clipped; opus: box also holds a white scribble above the word; heart sits at the box edge
186	11887527	[803, 233, 837, 312]	0.8531	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted	84	split 2 ways from old #84 (hand: びく♡); uncertain, clipped
187	11887527	[729, 278, 755, 335]	0.7909	animetext+sfx_reader	speech	はっ♥	speech	はっ♡	drafted	85	box moved iou=0.42 from old #85; opus: kind changed: no bubble; opus kind sfx reverted to user speech
188	11887527	[161, 347, 208, 434]	0.5266	animetext+sfx_reader	sfx	ぱん	sfx	ぱん	drafted		opus: heart is outside the box
189	11887527	[117, 459, 171, 586]	0.5816	animetext+sfx_reader	sfx	ぱん♥	sfx	ぱん♡	drafted		D1 hand pass #13 real_text=y
190	11887527	[750, 498, 799, 602]	0.7536	animetext+sfx_reader	sfx	ブルン♡	sfx	ブルン♡	drafted		
191	11887527	[627, 579, 668, 687]	0.8079	animetext+sfx_reader	sfx	ブヶン♡	sfx	ブルン♡	draft		opus: same word as #190; final ン faint
192	11887527	[124, 633, 202, 759]	0.4283	animetext+sfx_reader	sfx	ぱん♥	sfx	ぱん♡	drafted		
193	11887527	[560, 765, 595, 990]	0.8642	animetext+sfx_reader	sfx	プルプル・・・・♥	sfx	プルプル・・・・♡	drafted		
194	11887527	[333, 936, 353, 1041]	0.3579	animetext+sfx_reader	sfx	ミーン	sfx	ミーン	draft		opus: white squiggle; may be a motion scribble rather than text
195	11893130	[435, 174, 515, 208]	0.8424	animetext+sfx_reader	sfx	うズア	sfx	ウズ♡	checked	86	uncertain, clipped
196	11893130	[1153, 386, 1197, 476]	0.7816	animetext+sfx_reader	sfx	だっ	sfx	ぱんっ	draft		opus: inside a burst circle; first glyph ぱ vs だ uncertain; heart outside the box
197	11893130	[847, 526, 900, 652]	0.7927	animetext+sfx_reader	sfx	ぐぷっ	sfx	ぐぷっ	drafted		opus: inside a burst circle
198	11893130	[951, 595, 1000, 664]	0.8045	animetext+sfx_reader	sfx	ぢゅぱ	sfx	ぢゅぱ	drafted		opus: inside a burst circle
199	11893132	[63, 189, 101, 301]	0.9164	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	checked	87	
200	11893132	[538, 354, 591, 464]	0.9065	animetext+sfx_reader	sfx	びくと	sfx	びく♡	drafted		opus: final mark read as a heart (machine read と)
201	11893132	[114, 360, 150, 441]	0.6757	animetext+sfx_reader	speech	へっ	sfx	へっ♡	drafted		opus: kind changed: burst circle, not a bubble
202	11893132	[375, 378, 413, 457]	0.555	animetext+sfx_reader	speech	へっ	sfx	へっ♡	drafted		opus: kind changed: burst circle, not a bubble
203	11893132	[634, 636, 707, 814]	0.8341	animetext+sfx_reader	sfx	くにくに♡	sfx	くにくに♡	drafted		
204	11893132	[130, 687, 155, 735]	0.6358	animetext+sfx_reader	speech	くた	sfx	くた	drafted		opus: kind changed: no bubble
205	11893132	[94, 741, 127, 822]	0.4001	animetext+sfx_reader	speech	くに	sfx	くた♡	drafted		opus: kind changed: no bubble; same word as #204
206	11893132	[505, 933, 533, 997]	0.7125	animetext+sfx_reader	sfx	くちゅ	sfx	くちゅ	drafted		opus: inside a burst circle
207	11893133	[261, 13, 380, 65]	0.8318	animetext+sfx_reader	sfx	びくと	sfx	びく♡	checked	89	
208	11893133	[631, 186, 714, 327]	0.9277	animetext+sfx_reader	speech	あっあっ	speech	あっ あ	checked	88	
209	11893133	[44, 334, 130, 488]	0.9159	animetext+sfx_reader	speech	イッ・・・トイくっ・・・ト	speech	イッ・・・♡ くっ・・・♡	draft	91	box moved iou=0.50 from old #91; opus: kind changed: burst circle; two blocks, the second block's leading イ falls just outside the box; opus kind sfx reverted to user speech
210	11893133	[80, 509, 166, 659]	0.9481	animetext+sfx_reader	speech	おじさまっイッちゃう・・	speech	おじこまっ イッちゃう	checked	90	
211	11893134	[631, 258, 697, 377]	0.8955	animetext+sfx_reader	sfx	ちゅっ♥	sfx	ちゅっ♡	drafted		
212	11893134	[152, 514, 214, 647]	0.716	animetext+sfx_reader	speech	ちゃぱ♥	sfx	ちゃぱ♡	drafted		opus: kind changed: burst circle, not a bubble
213	11893135	[673, 241, 754, 285]	0.9061	animetext+sfx_reader	speech	妹属性	speech	妹属性	checked	92	
214	11893135	[23, 527, 115, 567]	0.8999	animetext+sfx_reader	speech	バスト9	speech	バスト91	checked	93	hand-drawn bubble
215	11893135	[632, 922, 724, 1004]	0.9044	animetext+sfx_reader	speech	最高の肉体	speech	最高 肉体	checked	94	
216	11990059	[9, 41, 55, 128]	0.7991	animetext+sfx_reader	speech	ひく♡	sfx	びく♡	drafted		opus: kind changed: no bubble; first glyph び not ひ
217	11990059	[86, 649, 136, 745]	0.7477	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
218	11990059	[127, 882, 166, 963]	0.7866	animetext+sfx_reader	sfx	ぐくん	sfx	びく♡	drafted		opus: final mark read as a heart (machine read ん/と)
219	12048743	[924, 93, 987, 505]	0.9478	animetext+sfx_reader	speech	ほほう、サークルの取材撮影ですかしょうがないですね。	speech	ほほうサークルの取材撮影ですか しょうがないですね。	checked	95	
220	12048743	[383, 96, 445, 336]	0.9513	animetext+sfx_reader	speech	エナドリ1か月分で手を打ちましょう。	speech	エナドリ１か月分で 手を打ちましょう。	checked	96	
221	12048743	[314, 351, 393, 453]	0.8907	animetext+sfx_reader	sfx	じゅぽ	sfx	じゅぽ じゅぽ	drafted		opus: two blocks inside one burst circle
222	12048743	[847, 553, 976, 703]	0.8535	animetext+sfx_reader	speech	おっっ・・・おおおお	sfx	おっっ・・・おおおお	draft		opus: kind changed: halo blob, no bubble; glyph count of the second column uncertain
223	12048743	[671, 603, 727, 699]	0.9056	animetext+sfx_reader	speech	おおお♡	sfx	おお♡	draft		opus: kind changed: burst circle; only 2 お visible (draft said 3); marks at upper-right may be dakuten
224	12048743	[95, 694, 134, 837]	0.8424	animetext+sfx_reader	sfx	ガクガク・・・	sfx	ガクガク・・・	draft	97	box moved iou=0.46 from old #97; opus: dot count uncertain (2 or 3)
225	12048743	[912, 748, 946, 838]	0.7818	animetext+sfx_reader	sfx	びくッ	sfx	びく♡	drafted		opus: final mark is a heart, not ッ
226	12063058	[714, 1, 788, 72]	0.4134	animetext+sfx_reader	speech	おっ	sfx	おっ	drafted		opus: kind changed: effect arcs, not a bubble; possible dakuten on お
227	12063058	[1116, 2, 1231, 168]	0.6305	animetext+sfx_reader	speech	ああっ	sfx	あ゙あ゙っ♡	draft		opus: kind changed: no bubble; dakuten on both あ (second uncertain)
228	12063058	[100, 65, 340, 106]	0.9099	animetext+sfx_reader	speech	めちゃくちゃ気持ちよかったのでおじさんの入部を認めます!!	speech	めちゃくちゃ気持ちよかったので おじさんの入部を認めます!!	checked	98	
229	12063058	[487, 117, 547, 170]	0.3836	animetext+sfx_reader	speech	おっ	sfx	おっ	drafted		opus: kind changed: effect circle; hearts at the box edge not transcribed
230	12063058	[205, 168, 338, 208]	0.9128	animetext+sfx_reader	speech	ありがとう♥おじさん嬉しい♥	speech	ありがとう おじさん嬉しい	checked	99	
231	12063058	[1215, 186, 1293, 223]	0.7188	animetext+sfx_reader	sfx	びく	sfx	びく♡	drafted		
232	12063058	[939, 238, 983, 312]	0.7841	animetext+sfx_reader	sfx	びく	sfx	びく♡	drafted		
233	12063058	[104, 272, 380, 313]	0.9065	animetext+sfx_reader	speech	他の子に手出すのは禁止だよ!!私だけね!!これはおすそ分けです♥	speech	他の子に手出すのは禁止だよ!! 私だけね!!これはおすそ分けです	checked	100	
234	12063058	[462, 363, 532, 441]	0.5891	animetext+sfx_reader	speech	おっ	sfx	おっ♡	drafted		opus: kind changed: no bubble
235	12063058	[1165, 500, 1233, 583]	0.6222	animetext+sfx_reader	sfx	ぬぽっ♡	sfx	ぬぽっ♡	drafted		
236	12063058	[643, 524, 740, 588]	0.3257	animetext+sfx_reader	speech	くびく	sfx	びく♡	drafted		opus: a decorative heart precedes the word inside the box
237	12063058	[1074, 619, 1151, 729]	0.6623	animetext+sfx_reader	sfx	ぬぱっ♡	sfx	ぬぱっ♡	drafted		
238	12074599	[396, 203, 429, 282]	0.7693	animetext+sfx_reader	sfx	びく	sfx	びく♡	drafted		
239	12074599	[834, 307, 870, 417]	0.8649	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
240	12074599	[421, 319, 470, 500]	0.8486	animetext+sfx_reader	sfx	くに♡くに♡	sfx	くに♡くに♡	drafted		
241	12074599	[834, 570, 885, 754]	0.866	animetext+sfx_reader	sfx	くにくに	sfx	くにくに♡	drafted		
242	12074599	[401, 735, 446, 897]	0.7511	animetext+sfx_reader	sfx	くにくに♡	sfx	くに♡くに♡	drafted		
243	12083865	[702, 19, 728, 65]	0.846	animetext+sfx_reader	sfx	ニャ	sfx	ニャ	drafted		
244	12083865	[1012, 24, 1093, 266]	0.9475	animetext+sfx_reader	speech	1回エッチしたら急に距離が近いななちゃん	speech	１回エッチしたら 急に距離が近いななちゃん	checked	101	
245	12083865	[617, 150, 670, 184]	0.5716	animetext+sfx_reader	speech	ヘーヘー	sfx		draft		opus: cat-face doodle (ears/eyes/whiskers), not text; kind changed
246	12083865	[48, 253, 79, 318]	0.874	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
247	12083865	[499, 381, 528, 448]	0.756	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
248	12083865	[1010, 405, 1061, 751]	0.9379	animetext+sfx_reader	speech	おじさまー♡今日は2回戦までやっちゃおうよ~♡	speech	おじさまー 今日は2回戦までヤっちゃおうよ～	checked	102	
249	12083865	[142, 437, 171, 494]	0.8382	animetext+sfx_reader	sfx	びくと	sfx	びく♡	drafted		opus: final mark read as a heart (machine read と)
250	12083865	[45, 676, 118, 880]	0.9425	animetext+sfx_reader	speech	5回戦目突入♥	speech	5回戦目突入♡	drafted	103	box moved iou=0.46 from old #103; opus: black title/narration box
251	12083865	[211, 730, 270, 811]	0.4856	animetext+sfx_reader	speech	ぬぱー♡	sfx	ぬぱー♡	draft		opus: kind changed: no bubble; several decorative hearts inside the box
252	12083865	[422, 749, 461, 815]	0.3731	animetext+sfx_reader	speech	ぬぽ	sfx	ぬぽ♡	draft		opus: kind changed: no bubble; several decorative hearts inside the box
253	12206129	[195, 321, 223, 445]	0.9082	animetext+sfx_reader	speech	あっー	speech	あっー	checked	104	
254	12351682	[515, 873, 572, 939]	0.8181	animetext+sfx_reader	sfx	ドド	sfx		draft		D1 hand pass #14 real_text=y; read 'ドド' vs black hand-lettered glyphs; opus: two thick slanted marker glyphs (tally-like 王 / 下); D1 read ドド, could not confirm
255	12424040	[191, 264, 251, 360]	0.4374	animetext+sfx_reader	speech	Oh~	speech	Oh~	drafted		opus: in a bubble; the ~ is drawn as a squiggle on the second line
256	12424040	[81, 352, 187, 446]	0.7247	animetext+sfx_reader	sfx	びくん	sfx	びく♡	checked	107	second heart belongs to a neighbour?
257	12424040	[785, 376, 849, 514]	0.9075	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	checked	105	
258	12424040	[413, 743, 470, 872]	0.8292	animetext+sfx_reader	speech	くちゃ♥	sfx	くちゃ♡	drafted		opus: kind changed: no bubble
259	12424040	[754, 747, 808, 881]	0.9068	animetext+sfx_reader	sfx	ガク♡	sfx	ガク♡	checked	106	
260	12424040	[182, 767, 243, 933]	0.9001	animetext+sfx_reader	sfx	ぐゅぽッ	sfx	じゅぽ♡	draft		opus: small kana ゅ vs ゃ uncertain
261	12426261	[39, 58, 104, 131]	0.811	animetext+sfx_reader	sfx	ガク	sfx	ガク♡	drafted		
262	12426261	[52, 167, 85, 243]	0.6864	animetext+sfx_reader	speech	Hの~	speech	Hの~	draft		D1 hand pass #15 real_text=y; opus: hand-drawn bubble; H の vs Ho ambiguous, ~ drawn as a squiggle
263	12426261	[40, 335, 83, 444]	0.9054	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
264	12426261	[511, 487, 782, 949]	0.7405	animetext+sfx_reader	sfx	パンパン	sfx	パン♡ パン♡ パン♡	draft		opus: three blocks; a small heart follows each, the last one may be clipped
265	12426261	[61, 565, 101, 665]	0.915	animetext+sfx_reader	sfx	ボフ	sfx	ボフ♡	drafted		D1 hand pass #16 real_text=y
266	12426261	[165, 790, 220, 942]	0.7962	animetext+sfx_reader	sfx	プシー♡	sfx	プシー♡	drafted		
267	12426261	[467, 969, 521, 1218]	0.8261	animetext+sfx_reader	sfx	ぴくぴく・・・・	sfx	ぴくぴく・・・・♡	drafted		opus: dot count 3 or 4
268	12432642	[130, 136, 180, 255]	0.8972	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
269	12432642	[792, 169, 854, 294]	0.9021	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
270	12432642	[637, 351, 667, 440]		hand_only	speech	はーレ	speech	はーレ	unchecked	108	no AnimeText record covers this old box
271	12440144	[37, 90, 96, 235]	0.2923	animetext+sfx_reader	speech	ふふふー	sfx	ふふふー	draft		opus: kind changed: no bubble; very thin handwriting, low confidence
272	12440144	[38, 446, 82, 538]	0.8501	animetext+sfx_reader	sfx	でく♡	sfx	びく♡	drafted		opus: first glyph び not で
273	12440144	[624, 551, 693, 638]	0.4566	animetext+sfx_reader	speech	ひく♡	sfx	びく♡	drafted		opus: kind changed: no bubble
274	12440144	[767, 566, 843, 701]	0.2882	animetext+sfx_reader	sfx	ぱん	sfx	ぱん	drafted		
275	12440144	[23, 642, 89, 844]	0.9084	animetext+sfx_reader	sfx	ばるん♡	sfx	ばるん♡	checked	109	
276	12440144	[746, 720, 815, 846]	0.3752	animetext+sfx_reader	sfx	ぱん	sfx	ぱん	drafted		
277	12451286	[509, 24, 556, 107]	0.7019	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
278	12451286	[921, 35, 951, 186]	0.9159	animetext+sfx_reader	speech	るーの種付け・・	speech	るーの種付け・・	drafted	111	split 2 ways from old #111 (hand: るーの種付け： “おっ！); opus: typeset
279	12451286	[994, 36, 1026, 173]	0.9265	animetext+sfx_reader	speech	み、みんなー♡	speech	み、みんなー♡	checked	110	hand-lettered dialogue
280	12451286	[823, 37, 853, 275]	0.9085	animetext+sfx_reader	speech	は、配信楽しんでるー?	speech	は、配信楽しんでるー？	checked	112	
281	12451286	[729, 40, 758, 258]	0.918	animetext+sfx_reader	speech	ちんちん握ってぇ・・・♡	speech	ちんちん握ってぇ・・・♡	drafted	113	split 3 ways from old #113 (hand: ちんちん握ってぇ… あっ〜イぐウ・…っ♡ 世界一可愛いるーでえっ：); opus: typeset
282	12451286	[874, 40, 901, 135]	0.9044	animetext+sfx_reader	speech	おっ♡・・	speech	おっ♡・・	drafted	111	split 2 ways from old #111 (hand: るーの種付け： “おっ！); opus: typeset; possible dakuten on お
283	12451286	[630, 41, 660, 292]	0.8954	animetext+sfx_reader	speech	世界二可愛いるーでぇっ・・	speech	世界一可愛いるーでぇっ・・	drafted	113	split 3 ways from old #113 (hand: ちんちん握ってぇ… あっ〜イぐウ・…っ♡ 世界一可愛いるーでえっ：); opus: 一 not 二
284	12451286	[680, 41, 708, 238]	0.8947	animetext+sfx_reader	speech	あっ♥イぐゥ・・・っ♥	speech	あっ♡イぐゥ…っ♡	drafted	113	split 3 ways from old #113 (hand: ちんちん握ってぇ… あっ〜イぐウ・…っ♡ 世界一可愛いるーでえっ：)
285	12451286	[581, 42, 611, 350]	0.8772	animetext+sfx_reader	speech	...いいっぱいシコシコして~	speech	…い、いっぱいショコシコして～	checked	114	
286	12451286	[103, 155, 146, 222]	0.8433	animetext+sfx_reader	speech	おっ♡	speech	おっ♡	drafted		
287	12451286	[153, 228, 195, 310]	0.8876	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
288	12451286	[785, 281, 876, 433]	0.8839	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		D1 hand pass #17 real_text=y
289	12451286	[949, 302, 1048, 498]	0.9196	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		
290	12451286	[636, 316, 706, 354]	0.5987	animetext+sfx_reader	sfx	ぶく	sfx	びく♡	drafted		opus: tiny crop (70x38 px), machine read ぶく
291	12451286	[929, 547, 1083, 882]	0.8877	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡ ぱん♡	drafted		opus: two ぱん♡ blocks in one box
292	12451286	[548, 607, 635, 656]	0.416	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
293	12469135	[80, 90, 130, 183]	0.7959	animetext+sfx_reader	sfx	ビクレ	sfx	ビク♡	drafted		opus: tail glyph is a heart, machine read レ
294	12469135	[1084, 261, 1122, 361]	0.8768	animetext+sfx_reader	sfx	ガク♥	sfx	ガク♡	drafted		D1 hand pass #18 real_text=y
295	12469135	[9, 380, 258, 499]	0.9403	animetext+sfx_reader	speech	あしさんちんほの味を知る前の無垢なこころちゃん♡	speech	おしさんちんぽの味を 知る前の 無垢なこころちゃん～	checked	115	
296	12469135	[832, 577, 913, 729]	0.4042	animetext+sfx_reader	sfx	じゅぽ♡	sfx	じゃぽ♡	drafted	116	split 2 ways from old #116 (hand: じゅぽ じゅぽ♡); opus: small kana is ゃ, not ゅ
297	12469135	[755, 584, 838, 742]	0.2904	animetext+sfx_reader	sfx	じゅぽ♥	sfx	じゃぽ♡	drafted	116	split 2 ways from old #116 (hand: じゅぽ じゅぽ♡); opus: small kana is ゃ, not ゅ
298	12469135	[381, 726, 419, 828]	0.9074	animetext+sfx_reader	sfx	ガク♥	sfx	ガク♡	drafted		
299	12485232	[117, 31, 275, 263]	0.9607	animetext+sfx_reader	speech	るーはあなただけのオナホメイドですよっ♡	speech	るーは あなただけの オナホメイド ですよ	checked	117	
300	12485232	[28, 308, 148, 517]	0.9579	animetext+sfx_reader	speech	また使ってくださいねご主人様♡	speech	また 使ってくださいね ご主人様♡	checked	119	
301	12485232	[717, 451, 745, 547]	0.8013	animetext+sfx_reader	sfx	ーガクル	sfx	ガク♡	drafted		opus: tail is the thin-pen ♡ (cf. checked #303 same page/style)
302	12485232	[684, 502, 717, 597]	0.3298	animetext+sfx_reader	sfx	とーっ	sfx	とーっ	draft		opus: thin pencil sfx; tail glyph uncertain (っ/ッ)
303	12485232	[160, 540, 191, 624]	0.8828	animetext+sfx_reader	sfx	ビクッ	sfx	ビク♡	checked	118	uncertain
304	12485232	[44, 601, 117, 766]	0.9485	animetext+sfx_reader	speech	団体様20名でーす	speech	団体様 2名でーす	checked	120	
305	12485232	[101, 782, 144, 854]	0.9065	animetext+sfx_reader	speech	えっっ!	speech	え゙っ！？	drafted		opus: dakuten on え; jagged shout balloon in dialogue ink
306	12485232	[190, 851, 219, 937]	0.9028	animetext+sfx_reader	sfx	ガク	sfx	ガク♡	drafted		opus: tail is the thin-pen ♡ (cf. checked #303)
307	12485232	[31, 902, 130, 1104]	0.9581	animetext+sfx_reader	speech	はーはーい・・・♩次のご主人様どうぞー♦	speech	次のご主人様 どうぞー♡	checked	121	
308	12485232	[553, 985, 586, 1109]	0.6646	animetext+sfx_reader	speech	とーっー	sfx	とーっ	draft		opus: kind changed: hand-lettered on artwork, no bubble; tail glyph uncertain
309	12540050	[770, 21, 872, 255]	0.9466	animetext+sfx_reader	speech	リスナーとデート企画!今週はいつも高額スパチャしてくれてるあなたをるーが選びましたぁ♥	speech	リスナーとデート企画 今週はいつも 高額スパチャしてくれてる あなたをるーが選びましたぁ	checked	125	
310	12540050	[274, 27, 305, 221]	0.9254	animetext+sfx_reader	speech	体が全部好きっす!!	speech	体が全部好きっす！！	drafted	130	split 2 ways from old #130 (hand: るーらん可愛い！ るーらんのおっぱいと 尻と顔と…… 体が全部好きっす)
311	12540050	[320, 27, 363, 197]	0.7295	animetext+sfx_reader	speech	るーらんのおっぱいと尻と顔と・・・・	speech	るーらんのおっぱいと 尻と顔と……	drafted	130	split 2 ways from old #130 (hand: るーらん可愛い！ るーらんのおっぱいと 尻と顔と…… 体が全部好きっす)
312	12540050	[378, 27, 422, 164]	0.9311	animetext+sfx_reader	speech	はぁ...はぁ...るーらん可愛い!	speech	はぁ…はぁ… るーらん可愛い！	checked	131	
313	12540050	[1173, 37, 1214, 195]	0.9138	animetext+sfx_reader	speech	ほ、本物のるーらん!?	speech	ほ、本物のるーらん！？	checked	122	
314	12540050	[161, 127, 206, 199]	0.7585	animetext+sfx_reader	speech	イグッ	sfx	イグッ	drafted		opus: kind changed: red burst bubble around an effect word
315	12540050	[377, 152, 516, 319]	0.8319	animetext+sfx_reader	sfx	パン♥パン♥	sfx	パン♡ パン♡	drafted		opus: two blocks
316	12540050	[47, 170, 70, 207]	0.6089	animetext+sfx_reader	sfx	バレ	sfx		draft		opus: 23x37 px burst bubble, glyphs illegible even at 10x
317	12540050	[1161, 243, 1220, 473]	0.928	animetext+sfx_reader	speech	そうですよぉ♡リアルのるーも可愛いでしょ?	speech	そうですよぉ♡ リアルのるーも可愛いでしょ？	drafted		old #123 fragment inside: そうですよぉ
318	12540050	[1192, 244, 1223, 361]		hand_only	speech	そうですよぉ	speech	そうですよぉ	unchecked	123	no AnimeText record covers this old box
319	12540050	[734, 317, 781, 483]	0.9239	animetext+sfx_reader	speech	じゃあ最初はどこ行こっか♥	speech	じゃは 最初はどこ行こっか	checked	127	
320	12540050	[1129, 505, 1206, 785]	0.9221	animetext+sfx_reader	speech	うおお!!たくさんスパチャしてよかったっす!	speech	うおお！！ たくさんスパチャしてよかったっす！	drafted		old #124 fragment inside: うおお
321	12540050	[1178, 507, 1209, 582]		hand_only	speech	うおお	speech	うおお	unchecked	124	no AnimeText record covers this old box
322	12540050	[49, 510, 100, 607]	0.7118	animetext+sfx_reader	speech	おっん	sfx	おっん♡	drafted		opus: kind changed: red burst bubble; heart at bottom edge
323	12540050	[752, 521, 821, 769]	0.9439	animetext+sfx_reader	speech	ラブホッ!!ラブホ行きたいっす!!	speech	ラブホッ！！ ラブホ行きたいっす！！	drafted	126	split 2 ways from old #126 (hand: ラブホッ ラブホ行きたいっす よーしラブホねっ！ って…え？)
324	12540050	[657, 577, 722, 768]	0.9344	animetext+sfx_reader	speech	よーしラブホねっ!って・・・・え?	speech	よーしラブホねっ！ って…え？	drafted	126	split 2 ways from old #126 (hand: ラブホッ ラブホ行きたいっす よーしラブホねっ！ って…え？)
325	12540050	[135, 587, 216, 643]	0.6757	animetext+sfx_reader	sfx	ブルン★	sfx	ブルン★	drafted		opus: tail is a 4-point star/sparkle, not a heart
326	12540050	[48, 640, 192, 661]	0.8775	animetext+sfx_reader	speech	やべえ、超しこれる	speech	やべえ、超しこれる	checked	132	
327	12540050	[262, 701, 570, 722]	0.8677	animetext+sfx_reader	speech	いいなー、俺もるーらんとオフパコしてー	speech	いいなー、俺もるーらんとオプパコしてー	checked	128	
328	12540050	[570, 724, 649, 847]	0.5754	animetext+sfx_reader	sfx	パン	sfx	パン	drafted		opus: large lettering; ン partly outside the box
